5.000000000E-3	4.750000000E+2	0.000000000E+0	2.550352184E+0	1.293555008E+0
1.000000000E-2	5.280000000E+2	0.000000000E+0	2.550030423E+0	1.293555008E+0
1.500000000E-2	5.510000000E+2	0.000000000E+0	2.550352184E+0	1.293876768E+0
2.000000000E-2	5.210000000E+2	0.000000000E+0	2.550673946E+0	1.293876768E+0
2.500000000E-2	5.210000000E+2	0.000000000E+0	2.551960991E+0	1.293876768E+0
3.000000000E-2	5.070000000E+2	0.000000000E+0	2.552282752E+0	1.294520288E+0
3.500000000E-2	5.360000000E+2	0.000000000E+0	2.552282752E+0	1.294520288E+0
4.000000000E-2	5.190000000E+2	0.000000000E+0	2.552604513E+0	1.293876768E+0
4.500000000E-2	5.060000000E+2	0.000000000E+0	2.553569797E+0	1.293876768E+0
5.000000000E-2	5.410000000E+2	0.000000000E+0	2.554213320E+0	1.294198528E+0
5.500000000E-2	5.140000000E+2	0.000000000E+0	2.554535081E+0	1.294198528E+0
6.000000000E-2	5.330000000E+2	0.000000000E+0	2.555178604E+0	1.294198528E+0
6.500000000E-2	5.530000000E+2	0.000000000E+0	2.555500365E+0	1.294198528E+0
7.000000000E-2	5.570000000E+2	0.000000000E+0	2.555500365E+0	1.294198528E+0
7.500000000E-2	5.160000000E+2	0.000000000E+0	2.555822126E+0	1.294520288E+0
8.000000000E-2	5.490000000E+2	0.000000000E+0	2.557109172E+0	1.294198528E+0
8.500000000E-2	5.610000000E+2	0.000000000E+0	2.557430933E+0	1.293876768E+0
9.000000000E-2	5.220000000E+2	0.000000000E+0	2.557430933E+0	1.293555008E+0
9.500000000E-2	5.320000000E+2	0.000000000E+0	2.558717978E+0	1.294198528E+0
1.000000000E-1	4.890000000E+2	0.000000000E+0	2.558717978E+0	1.293876768E+0
1.050000000E-1	5.290000000E+2	0.000000000E+0	2.559039740E+0	1.293876768E+0
1.100000000E-1	5.100000000E+2	0.000000000E+0	2.559361501E+0	1.295163809E+0
1.150000000E-1	4.860000000E+2	0.000000000E+0	2.560326785E+0	1.293876768E+0
1.200000000E-1	5.110000000E+2	0.000000000E+0	2.560970307E+0	1.293876768E+0
1.250000000E-1	5.730000000E+2	0.000000000E+0	2.560648546E+0	1.293555008E+0
1.300000000E-1	5.860000000E+2	0.000000000E+0	2.561613830E+0	1.294198528E+0
1.350000000E-1	5.640000000E+2	0.000000000E+0	2.561935591E+0	1.293876768E+0
1.400000000E-1	6.320000000E+2	0.000000000E+0	2.562257353E+0	1.294198528E+0
1.450000000E-1	6.640000000E+2	0.000000000E+0	2.563544398E+0	1.294198528E+0
1.500000000E-1	7.250000000E+2	0.000000000E+0	2.563544398E+0	1.294520288E+0
1.550000000E-1	6.750000000E+2	0.000000000E+0	2.563866159E+0	1.294198528E+0
1.600000000E-1	6.790000000E+2	0.000000000E+0	2.563866159E+0	1.294198528E+0
1.650000000E-1	6.330000000E+2	0.000000000E+0	2.564831443E+0	1.293555008E+0
1.700000000E-1	6.760000000E+2	0.000000000E+0	2.564831443E+0	1.293876768E+0
