5.000000000E-3	7.950000000E+2	0.000000000E+0	2.550030423E+0	1.294520288E+0
1.000000000E-2	8.390000000E+2	0.000000000E+0	2.549386900E+0	1.294198528E+0
1.500000000E-2	8.630000000E+2	0.000000000E+0	2.550995707E+0	1.293876768E+0
2.000000000E-2	8.440000000E+2	0.000000000E+0	2.550673946E+0	1.294198528E+0
2.500000000E-2	7.970000000E+2	0.000000000E+0	2.550995707E+0	1.293555008E+0
3.000000000E-2	8.470000000E+2	0.000000000E+0	2.551639229E+0	1.293876768E+0
3.500000000E-2	9.170000000E+2	0.000000000E+0	2.552282752E+0	1.294198528E+0
4.000000000E-2	9.190000000E+2	0.000000000E+0	2.552604513E+0	1.293876768E+0
4.500000000E-2	8.920000000E+2	0.000000000E+0	2.553891559E+0	1.293876768E+0
5.000000000E-2	9.390000000E+2	0.000000000E+0	2.553891559E+0	1.293876768E+0
5.500000000E-2	9.160000000E+2	0.000000000E+0	2.554535081E+0	1.294520288E+0
6.000000000E-2	9.240000000E+2	0.000000000E+0	2.555500365E+0	1.294198528E+0
6.500000000E-2	8.560000000E+2	0.000000000E+0	2.555500365E+0	1.294198528E+0
7.000000000E-2	9.480000000E+2	0.000000000E+0	2.555822126E+0	1.294198528E+0
7.500000000E-2	9.970000000E+2	0.000000000E+0	2.556465649E+0	1.294198528E+0
8.000000000E-2	9.420000000E+2	0.000000000E+0	2.556787410E+0	1.293555008E+0
8.500000000E-2	8.890000000E+2	0.000000000E+0	2.556465649E+0	1.293555008E+0
9.000000000E-2	8.910000000E+2	0.000000000E+0	2.557752694E+0	1.294520288E+0
9.500000000E-2	9.270000000E+2	0.000000000E+0	2.558074456E+0	1.294198528E+0
1.000000000E-1	8.740000000E+2	0.000000000E+0	2.559361501E+0	1.293876768E+0
1.050000000E-1	9.240000000E+2	0.000000000E+0	2.558717978E+0	1.294198528E+0
1.100000000E-1	9.620000000E+2	0.000000000E+0	2.559361501E+0	1.293876768E+0
1.150000000E-1	9.770000000E+2	0.000000000E+0	2.560326785E+0	1.294520288E+0
1.200000000E-1	8.480000000E+2	0.000000000E+0	2.560970307E+0	1.293876768E+0
1.250000000E-1	9.370000000E+2	0.000000000E+0	2.560648546E+0	1.293876768E+0
1.300000000E-1	9.150000000E+2	0.000000000E+0	2.561292069E+0	1.294198528E+0
1.350000000E-1	8.960000000E+2	0.000000000E+0	2.561935591E+0	1.294198528E+0
1.400000000E-1	9.350000000E+2	0.000000000E+0	2.562257353E+0	1.293876768E+0
1.450000000E-1	9.810000000E+2	0.000000000E+0	2.563222637E+0	1.294520288E+0
1.500000000E-1	9.530000000E+2	0.000000000E+0	2.563866159E+0	1.293876768E+0
1.550000000E-1	9.980000000E+2	0.000000000E+0	2.563866159E+0	1.293876768E+0
1.600000000E-1	9.190000000E+2	0.000000000E+0	2.564187921E+0	1.293876768E+0
1.650000000E-1	8.900000000E+2	0.000000000E+0	2.565153204E+0	1.294520288E+0
1.700000000E-1	9.230000000E+2	0.000000000E+0	2.565153204E+0	1.293555008E+0
1.750000000E-1	9.900000000E+2	0.000000000E+0	2.565796727E+0	1.294520288E+0
1.800000000E-1	8.830000000E+2	0.000000000E+0	2.566118488E+0	1.293555008E+0
1.850000000E-1	9.640000000E+2	0.000000000E+0	2.566118488E+0	1.294520288E+0
1.900000000E-1	9.550000000E+2	0.000000000E+0	2.567083772E+0	1.294520288E+0
1.950000000E-1	9.370000000E+2	0.000000000E+0	2.567727295E+0	1.294520288E+0
2.000000000E-1	9.580000000E+2	0.000000000E+0	2.568692579E+0	1.294198528E+0
2.050000000E-1	9.160000000E+2	0.000000000E+0	2.569014340E+0	1.293876768E+0
2.100000000E-1	9.390000000E+2	0.000000000E+0	2.568692579E+0	1.294198528E+0
2.150000000E-1	9.700000000E+2	0.000000000E+0	2.569336102E+0	1.293876768E+0
2.200000000E-1	9.910000000E+2	0.000000000E+0	2.570301386E+0	1.294520288E+0
2.250000000E-1	1.022000000E+3	0.000000000E+0	2.570301386E+0	1.293555008E+0
2.300000000E-1	9.920000000E+2	0.000000000E+0	2.570623147E+0	1.294198528E+0
2.350000000E-1	1.006000000E+3	0.000000000E+0	2.571266670E+0	1.293876768E+0
